Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step
c1ccccc1,26,10.317460317460316,15,28.846153846153843,0.00658505,0.0134581,0.0031669,"['O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1', 'O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O', 'CC(C)(C)OC(=O)N1CCCCC1C(=O)c1ccccc1C(=O)c1ccccc1', 'O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1', 'O=C(COC(=O)Cc1cccc2cccnc12)OCCOCC(=O)c1ccccc1', 'Cc1sc2ccccc2c(=O)c1Sc1ccc(OCC(=O)O)cc1', 'O=C1CCC(C2CC(=O)c3cccnc3O2)C(=O)O1', 'O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1', 'CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1', 'O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1', 'O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1', 'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O', 'O=C(Nc1ccccc1)C1OC1(O)C(=O)Nc1ccccc1', 'O=CN1c2ccccc2SC1C(=O)c1ccc(O)cc1', 'O=C(CC(O)c1cccc2cccnc12)C(=O)c1ccc(Br)cc1']",6,0.0102912,10
c1ccc2cccc2c1,12,4.761904761904762,4,7.6923076923076925,0.00658505,0.01725005,0.00628545,"['c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1', 'COCC1=CC1(C)SC(=O)Cc1coc2ccccc12', 'CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC', 'O=C1COC(=Cc2c[nH]c3ccccc23)CC1O']",9,0.0109646,10
c1ccc2c(c1)CCC2,9,3.571428571428571,7,13.461538461538462,0.00658505,0.010394,0.0064748,"['O=C1CCC(=C2CCc3ccccc32)N1', 'O=C1CCC(CC2OC(=O)c3ccccc32)CCO1', 'CCCCC1C(=O)c2ccccc2C1(C)C', 'O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1', 'O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1', 'O=C1CCC(=C2Oc3ccccc3C2CCO)C(=O)O1', 'O=CN1c2ccccc2SC1C(=O)c1ccc(O)cc1']",9,0.0039192,10
c1ccc2c(c1)CCCC2,8,3.1746031746031744,6,11.538461538461538,0.00658505,0.00628545,0.00793795,"['O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1', 'NC(=O)C1(C2OC(=O)c3ccccc3O2)CSCC1=O', 'O=CC1CC(=O)c2ccccc2O1', 'O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1', 'O=C1CCC(C2CC(=O)c3cccnc3O2)C(=O)O1', 'COC(=O)CC1Cc2ccccc2CC1(O)C(=O)OC']",10,-0.0016524999999999995,10
C=C1CCCC(=C)C1,8,3.1746031746031744,4,7.6923076923076925,0.00658505,0.00345715,0.00718475,"['O=C1CCC(c2ccccc2O)C(=O)N1', 'O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1', 'O=C1CCC(C2CC(=O)c3cccnc3O2)C(=O)O1', 'O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1']",8,-0.0037276,10
C=C1CCCc2ccccc21,8,3.1746031746031744,4,7.6923076923076925,0.00658505,0.00628545,0.00718475,"['O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1', 'NC(=O)C1(C2OC(=O)c3ccccc3O2)CSCC1=O', 'O=CC1CC(=O)c2ccccc2O1', 'O=C1CCC(C2CC(=O)c3cccnc3O2)C(=O)O1']",11,-0.0008993000000000004,10
C=C1CCc2ccccc21,7,2.7777777777777777,3,5.769230769230769,0.00658505,0.0026552,0.0066953,"['O=C1CCC(CC2OC(=O)c3ccccc32)CCO1', 'CCCCC1C(=O)c2ccccc2C1(C)C', 'O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1']",10,-0.0040401000000000005,10
c1ccc2ccccc2c1,6,2.380952380952381,2,3.8461538461538463,0.00658505,0.0263238,0.00628545,"['O=C(COC(=O)Cc1cccc2cccnc12)OCCOCC(=O)c1ccccc1', 'O=C(CC(O)c1cccc2cccnc12)C(=O)c1ccc(Br)cc1']",10,0.020038350000000003,10
c1ccc2c(c1)CCCCC2,6,2.380952380952381,4,7.6923076923076925,0.00658505,0.003038,0.00718475,"['O=CC1CSC(=O)Nc2ccccc21', 'O=C(O)C(=O)CC1CC(=O)C(O)C(O)c2ccccc21', 'NC(=O)C1(c2ccccc2)NCCOc2ccccc21', 'CC1C(=O)C(CC(C)(C)C)SS(=O)(=O)c2ccccc21']",11,-0.00414675,10
C=C1CCCCCC1,3,1.1904761904761905,1,1.9230769230769231,0.00658505,0.0006791,0.0066953,['O=C1CCC(CC2OC(=O)c3ccccc32)CCO1'],8,-0.0060162,10
C=C1CCCCC1,3,1.1904761904761905,3,5.769230769230769,0.00658505,0.0026552,0.0066953,"['N#CC1CCC(=O)NC1c1ccccc1', 'O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1', 'O=C1COC(=Cc2c[nH]c3ccccc23)CC1O']",7,-0.0040401000000000005,10
c1ccc(-c2ccccc2)cc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0109374,0.0064748,['O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O'],12,0.0044626,10
C=C(CC1CCc2ccccc2C1=C)C(=C)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0341203,0.0064748,['O=C(CC1CCc2ccccc2C1=O)C(=O)c1ccc(Cl)cc1'],22,0.0276455,10
C=C1CCC(c2ccccc2)C(=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0004395,0.0066953,['O=C1CCC(c2ccccc2O)C(=O)N1'],14,-0.006255800000000001,10
C=C(C=C1C=C1)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0688712,0.0064748,['O=CC1=CC1=CC(=O)c1ccc(Cl)cc1'],12,0.06239639999999999,10
C=C1CCCC(c2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0001867,0.0066953,['N#CC1CCC(=O)NC1c1ccccc1'],13,-0.006508600000000001,10
C1=C(Cc2ccccc2)CCC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0109374,0.0064748,['O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O'],12,0.0044626,10
C=C(c1ccccc1)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0082017,0.0064748,['CC(C)(C)OC(=O)N1CCCCC1C(=O)c1ccccc1C(=O)c1ccccc1'],14,0.001726899999999999,10
C1CCCCC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0082017,0.0064748,['CC(C)(C)OC(=O)N1CCCCC1C(=O)c1ccccc1C(=O)c1ccccc1'],6,0.001726899999999999,10
C=C(c1ccccc1)c1ccccc1C(=C)C1CCCCC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0082017,0.0064748,['CC(C)(C)OC(=O)N1CCCCC1C(=O)c1ccccc1C(=O)c1ccccc1'],22,0.001726899999999999,10
C=C1CCCC1,2,0.7936507936507936,2,3.8461538461538463,0.00658505,0.00158345,0.00718475,"['NC(=O)C1(C2OC(=O)c3ccccc3O2)CSCC1=O', 'COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1']",6,-0.0056013,10
C=C1CC(C2CCCC2=C)Cc2ccccc21,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0031669,0.0066953,['NC(=O)C1(C2OC(=O)c3ccccc3O2)CSCC1=O'],17,-0.0035284000000000005,10
c1ccc(CC2CCCC2)cc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0002937,0.0066953,['O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1'],12,-0.0064016,10
C=C1CCC(C2CCCC2)C(=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0002937,0.0066953,['O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1'],13,-0.0064016,10
C=C1CC(=C)C2(C1)CC(=C)c1ccccc1C2,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0066953,0.0064748,['O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1'],17,0.0002205000000000002,10
C=C(c1ccccc1)C1CCCCC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0082017,0.0064748,['CC(C)(C)OC(=O)N1CCCCC1C(=O)c1ccccc1C(=O)c1ccccc1'],14,0.001726899999999999,10
C=C1CC2(CC(=C)C(c3ccccc3)C2=C)Cc2ccccc21,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0066953,0.0064748,['O=C(O)c1ccc(N2C(=O)CC3(CC(=O)c4ccccc4O3)C2=O)cc1'],23,0.0002205000000000002,10
C=C1CCc2ccccc2CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0136959,0.0064748,['O=C(O)C(=O)CC1CC(=O)C(O)C(O)c2ccccc21'],12,0.0072211,10
C=C1CCCc2ccccc2C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0018315,0.0066953,['O=CC1CSC(=O)Nc2ccccc21'],12,-0.004863800000000001,10
C=C1CCCCc2ccccc2CC1=C,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0,0.0066953,['COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1'],15,-0.0066953,10
C=C1C=CC(=Cc2ccccc2)CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0541317,0.0064748,['O=C1C=CC(=Cc2ccccc2O)CC1'],14,0.047656899999999995,10
C=c1c(Cc2ccccc2)ccc2ccccc12,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0170113,0.0064748,['Cc1sc2ccccc2c(=O)c1Sc1ccc(OCC(=O)O)cc1'],18,0.0105365,10
c1ccc(-c2cc3ccccc3c2)cc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0176326,0.0064748,['c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1'],15,0.011157799999999999,10
C=c1cccc2ccccc12,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0170113,0.0064748,['Cc1sc2ccccc2c(=O)c1Sc1ccc(OCC(=O)O)cc1'],11,0.0105365,10
C=c1cc(=C)c2ccccc2c1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0076742,0.0064748,['O=CCn1c(=S)[nH]c(=O)c2ccccc21'],12,0.0011993999999999998,10
c1ccc(-c2ccc3ccccc23)cc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0176326,0.0064748,['c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1'],15,0.011157799999999999,10
C=C1CC[CH2+]C(=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.00017,0.0066953,['CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O'],8,-0.0065253,10
C1=C(Cc2ccccc2-c2ccccc2)CCC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0109374,0.0064748,['O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O'],18,0.0044626,10
C=C(CCc1cccc2ccccc12)C(=C)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0391895,0.0064748,['O=C(CC(O)c1cccc2cccnc12)C(=O)c1ccc(Br)cc1'],22,0.0327147,10
C=C(c1ccccc1)C1Cc2ccccc2C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0118806,0.0064748,['O=CN1c2ccccc2SC1C(=O)c1ccc(O)cc1'],17,0.0054058,10
C=C(Cc1ccccc1)C1CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0005557,0.0066953,['O=C(Nc1ccccc1)C1OC1(O)C(=O)Nc1ccccc1'],12,-0.0061396,10
C=C(CC1CCCC1)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0052442,0.0066953,['NC(=O)C1(CC(=O)c2ccccc2)COCO1'],14,-0.0014511000000000003,10
C=C1CCC(=Cc2ccc3ccccc23)CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.018847,0.0064748,['O=C1COC(=Cc2c[nH]c3ccccc23)CC1O'],17,0.0123722,10
C=C1C=C(C(=C)c2ccccc2)CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0200748,0.0064748,['CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'],14,0.013600000000000001,10
C=C1C=C(C(=C)c2ccccc2)C(C(=C)CCCc2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0200748,0.0064748,['CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'],25,0.013600000000000001,10
C=C1C=CC(C(=C)CCCc2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0200748,0.0064748,['CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O'],17,0.013600000000000001,10
C=C1c2ccccc2C=CC1c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0495767,0.0064748,['O=CC1=Cc2ccccc2C(=O)C1c1ccc(Cl)cc1'],17,0.0431019,10
C=C1CC=Cc2ccccc21,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0495767,0.0064748,['O=CC1=Cc2ccccc2C(=O)C1c1ccc(Cl)cc1'],11,0.0431019,10
C=C1CCCCc2cc(-c3ccccc3)cc21,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0387231,0.0064748,['CCC(O)C1COC(=O)c2oc(-c3ccccc3)c(O)c2C1'],17,0.0322483,10
c1ccc(C2CCCCc3ccccc32)cc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0004396,0.0066953,['NC(=O)C1(c2ccccc2)NCCOc2ccccc21'],17,-0.0062557,10
C=C(Cc1ccc2ccccc12)CC1C=C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0021681,0.0066953,['COCC1=CC1(C)SC(=O)Cc1coc2ccccc12'],16,-0.0045272,10
C=C1CCC(C2CCC(=C)C(=C)Cc3ccccc3C2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0,0.0066953,['COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1'],21,-0.0066953,10
C=C1CCC(=C2Cc3ccccc3C2=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.1080789,0.0064748,['O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1'],16,0.1016041,10
C1=CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0021681,0.0066953,['COCC1=CC1(C)SC(=O)Cc1coc2ccccc12'],3,-0.0045272,10
C=C1CCC(=C)C(=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0016493,0.0066953,['CC=C1C(=O)N(CC)C(=O)CC1c1ccccc1'],9,-0.005046,10
C=C1CC(=C)C(=C)C(c2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0016493,0.0066953,['CC=C1C(=O)N(CC)C(=O)CC1c1ccccc1'],15,-0.005046,10
C=C1C=C2CC=CC(c3ccccc3)C2C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0006974,0.0066953,['COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1'],16,-0.0059979000000000005,10
C=C1CCCC(=Cc2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0013972,0.0066953,['O=C(O)CCCC1COC(=O)C(O)C1=Cc1ccccc1'],14,-0.0052981,10
C=C1C=C2CC=CCC2C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0006974,0.0066953,['COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1'],10,-0.0059979000000000005,10
C=C1C=CC(CC(=C)c2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0135176,0.0064748,['CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1'],15,0.007042799999999999,10
C=C1C=CCC1,2,0.7936507936507936,2,3.8461538461538463,0.00658505,0.0167962,0.00628545,"['CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1', 'CCC(Cc1ccccc1)OC(=O)C1(O)CC(=O)C=C1C(=O)c1ccccc1O']",6,0.010510750000000001,10
C=C1C=CCC1CCCCc1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0135176,0.0064748,['CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1'],16,0.007042799999999999,10
C=C1CCC(=C)(=C)c2ccccc2C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0042445,0.0066953,['CC1C(=O)C(CC(C)(C)C)SS(=O)(=O)c2ccccc21'],14,-0.0024508000000000004,10
C=C(CC1C=CC(=C)C1CCCCc1ccccc1)c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0135176,0.0064748,['CN(CCOC1(O)C(=O)C=CC1OC(=O)c1ccccc1)c1ccccc1'],25,0.007042799999999999,10
C=C1CCC(CC(=C)c2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0023843,0.0066953,['CCC1(OC(=O)c2ccccc2C)CCC(=O)C1C'],15,-0.004311000000000001,10
C=C1CCC(=C2Cc3ccccc3C2)C(=C)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0026802,0.0066953,['O=C1CCC(=C2Oc3ccccc3C2CCO)C(=O)O1'],17,-0.004015100000000001,10
C=C1CCCC(=C)C1Cc1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0173946,0.0064748,['O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1'],15,0.0109198,10
C=C1CC(c2ccccc2)CC(=C)C1Cc1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0173946,0.0064748,['O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1'],21,0.0109198,10
C=C1CC(=C)CC(c2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0173946,0.0064748,['O=CN1C(=S)N(Cc2ccccc2)C(=O)C(F)(F)C1c1cccc([N+](=O)[O-])c1'],14,0.0109198,10
C=C1CCC(C2CC(=C)c3ccccc32)CC1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0026552,0.0066953,['O=C1CCC(C2(C(=O)O)c3ccccc3C(=O)N2O)CC1'],17,-0.0040401000000000005,10
C=C(Cc1ccccc1)C1CC1C(=C)Cc1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0005557,0.0066953,['O=C(Nc1ccccc1)C1OC1(O)C(=O)Nc1ccccc1'],21,-0.0061396,10
C=C1CCCC2=C1C(c1ccccc1)CCC2,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0093631,0.0064748,['CC1CCC(=O)C2=C1CCOC2c1ccccc1'],17,0.002888299999999999,10
C=C1CCC(=C)C1c1ccccc1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0031799,0.0066953,['O=C1NC(Cc2ccccc2)C(=O)C1c1ccccc1'],13,-0.0035154000000000006,10
C=C1CCCCc2cccc21,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0387231,0.0064748,['CCC(O)C1COC(=O)c2oc(-c3ccccc3)c(O)c2C1'],11,0.0322483,10
C=C1CCCC2=C1CCCC2,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0093631,0.0064748,['CC1CCC(=O)C2=C1CCOC2c1ccccc1'],11,0.002888299999999999,10
C=C1CC(=C)C(Cc2ccccc2)C1,2,0.7936507936507936,1,1.9230769230769231,0.00658505,0.0031799,0.0066953,['O=C1NC(Cc2ccccc2)C(=O)C1c1ccccc1'],14,-0.0035154000000000006,10
C=C1CCC2C=CC(=C)C2c2ccccc2C1=C,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0,0.0066953,['O=C1CCC2C=CC(=O)C2c2ccccc2C1=O'],18,-0.0066953,10
C=C1CCC(C2(Cc3ccccc3)CCCC2)C(=C)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0002937,0.0066953,['O=C1CCC(C2(Cc3ccccc3)NCCO2)C(=O)O1'],20,-0.0064016,10
C1=CCCC1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0109374,0.0064748,['O=COC(C1=CCSC1)c1ccccc1-c1ccccc1C=O'],5,0.0044626,10
C=C1CCCC(CC2CC(=C)c3ccccc32)CC1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0006791,0.0066953,['O=C1CCC(CC2OC(=O)c3ccccc32)CCO1'],19,-0.0060162,10
C=C1CCC(=C2CCc3ccccc32)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0161854,0.0064748,['O=C1CCC(=C2CCc3ccccc32)N1'],15,0.0097106,10
C1=CC2CCCCc3ccccc3C2C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0,0.0066953,['O=C1CCC2C=CC(=O)C2c2ccccc2C1=O'],15,-0.0066953,10
C=C1[CH+]CCC(=C)C1c1ccccc1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.00017,0.0066953,['CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O'],14,-0.0065253,10
C=C1CC[CH2+]C(=C)C1c1ccccc1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.00017,0.0066953,['CC[N+]1(C)CCC(=O)C(C)(c2ccccc2)C1=O'],14,-0.0065253,10
C=C1CCc2c(ccc3ccccc23)C1=C,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0,0.0066953,['O=C1CCc2c(ccc3ccccc23)C1=O'],16,-0.0066953,10
c1ccc2c3c(ccc2c1)CCCC3,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0,0.0066953,['O=C1CCc2c(ccc3ccccc23)C1=O'],14,-0.0066953,10
C=C(CCCCCC(=C)c1ccccc1)CCC(=C)Cc1cccc2ccccc12,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0134581,0.0064748,['O=C(COC(=O)Cc1cccc2cccnc12)OCCOCC(=O)c1ccccc1'],30,0.0069833000000000004,10
C=C1CCC(=C2C(=C)c3ccccc3C2CCc2ccccc2)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.1080789,0.0064748,['O=C1COC(=C2C(=O)c3ccccc3N2CCc2ccccc2)C1'],24,0.1016041,10
C1=CCC2CCC=C2C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0006974,0.0066953,['COC(=O)CC1=CCC2=CC(=O)NC2C1c1ccccc1'],9,-0.0059979000000000005,10
c1ccc2c(c1)CCCCCCC2,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0,0.0066953,['COC(=O)C1(C2(C)CSC(=O)C2(C)O)CSC(=O)C(=O)Nc2ccccc2C1'],13,-0.0066953,10
c1ccc(-c2cc3ccccc3c2-c2ccccc2)cc1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0176326,0.0064748,['c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1'],21,0.011157799999999999,10
C=C1CCC(C2CC(=C)c3ccccc3C2)C(=C)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0064748,0.0066953,['O=C1CCC(C2CC(=O)c3cccnc3O2)C(=O)O1'],19,-0.0002205000000000002,10
C=C(CCc1ccccc1)CCC1CCC(=C)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0001912,0.0066953,['O=C1CC(COC(=O)OCc2ccccc2)CO1'],18,-0.0065041000000000005,10
C=c1ccc2c(c1)C(=C)(=C)c1ccccc1-2,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0636556,0.0064748,['O=c1ccc2c(o1)S(=O)(=O)c1ccccc1-2'],16,0.057180800000000004,10
C1=Cc2ccccc2CC1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0495767,0.0064748,['O=CC1=Cc2ccccc2C(=O)C1c1ccc(Cl)cc1'],10,0.0431019,10
c1cc2c(c1)CCCCC2,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0387231,0.0064748,['CCC(O)C1COC(=O)c2oc(-c3ccccc3)c(O)c2C1'],10,0.0322483,10
C=C1CCC(=C)C1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0031799,0.0066953,['O=C1NC(Cc2ccccc2)C(=O)C1c1ccccc1'],7,-0.0035154000000000006,10
C=C1CC(Cc2ccccc2)C(=C)C1c1ccccc1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0031799,0.0066953,['O=C1NC(Cc2ccccc2)C(=O)C1c1ccccc1'],20,-0.0035154000000000006,10
C1CCC2=C(C1)CCCC2,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0093631,0.0064748,['CC1CCC(=O)C2=C1CCOC2c1ccccc1'],10,0.002888299999999999,10
C=C1c2ccccc2-c2ccc(=C)cc21,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.2286166,0.0064748,['O=C1c2ccccc2-c2ccc(=O)oc21'],15,0.2221418,10
,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.0168675,0.0064748,['CCOC(=O)C(=Cc1coc2ccccc12)C(=O)OCC'],0,0.010392700000000001,10
C=C1CCC(=C)CC1,1,0.3968253968253968,1,1.9230769230769231,0.00658505,0.018847,0.0064748,['O=C1COC(=Cc2c[nH]c3ccccc23)CC1O'],8,0.0123722,10
c1ccccc1,19,8.92018779342723,12,24.0,0.00341505,0.00411195,0.0023351,"['O=C1OC(c2ccc(CO)cc2)c2ccccc2C(=O)C1Cl', 'O=CC1CC(=O)OC(c2ccccc2)C1SCc1ccc(Cl)cc1', 'O=C1CCC(C2(CC(=O)c3ccccc3)CCCC(=O)O2)C(=O)N1', 'O=c1c2ccccc2cc(CO)n1CCOCc1ccccc1', 'O=CC1(OC(=O)C(F)(F)C(F)c2ccccc2Br)CC1c1ccccc1', 'COCC1=Cc2ccccc2C(=O)C1(O)S(=O)(=O)c1ccc(C)cc1', 'O=c1c2ccccc2[nH]c(=S)n1CCc1ccc(O)cc1', 'O=C(OC12C(=O)OCCC1C(=O)c1ccccc1OC21CC1)c1ccccc1', 'O=C(OCCN1C(=O)c2ccccc2C1=O)c1ccc([N+](=O)[O-])cc1', 'O=C1Cc2ccccc2C(=O)N1CC(Br)C(F)c1ccccc1', 'O=C1OCC(CC(=O)c2ccccc2)C(=O)O1', 'O=C(CC12CCCC(=O)C1C(=O)CC2)c1ccccc1']",6,0.0017768499999999995,20
