Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step
c1ccc2c(c1)Cc1ccccc1C2,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0163784,0.009720099999999999,['O=CC1(O)c2ccccc2C(=O)c2ccccc21'],14,0.006658300000000002,70
C1CC1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0,0.011562,['O=C1c2ccccc2OC2(CC2)c2ccccc21'],3,-0.011562,70
c1ccc2c(c1)COc1ccccc1C2,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0,0.011562,['O=C1c2ccccc2OC2(CC2)c2ccccc21'],15,-0.011562,70
c1ccc2ocnc2c1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0,0.011562,['CN(C)C(=O)c1ccc2oc(-c3ccccc3)nc2c1'],9,-0.011562,70
c1ccc2c(c1)CCN2,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.001917,0.011562,['O=C1Cc2ccccc2N1c1ccc(-c2ccccc2)cc1'],9,-0.009644999999999999,70
C1=CNCNC1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0373928,0.009720099999999999,['COC(=O)C1=C(C(=O)OC)C(c2ccccc2)NC(=S)N1'],6,0.027672699999999998,70
C1=CCNC1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.1624584,0.009720099999999999,['N#CC1=C(c2ccccc2O)C(=O)N(Cc2ccccc2)C1=O'],5,0.1527383,70
C1COCN1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0403148,0.009720099999999999,['CC(C)C1COC(=O)N1C(=O)c1ccc(-c2ccccc2O)o1'],5,0.0305947,70
C1=CCCCC1,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.1051942,0.009720099999999999,['O=C1C=CC(=Cc2cccc3cccnc23)CC1'],6,0.0954741,70
C1=CC2CC(C1)COc1ccccc12,1,1.098901098901099,1,2.0408163265306123,0.0101266,0.0143447,0.009720099999999999,['O=C1C=CC2C(=O)C1COc1ccccc12'],14,0.004624600000000001,70
c1ccccc1,33,37.5,26,48.148148148148145,0.00666015,0.0061688,0.008896000000000001,"['O=C(c1ccc(Cl)cc1)C1Oc2ccccc2C1=O', 'O=C1OC(=Cc2ccccc2)C(=O)c2ccccc21', 'O=C(O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1', 'O=C(O)CC1=NNC(=O)C1=Cc1ccccc1', 'O=Cc1ccc(C(=O)c2ccccc2O)cc1', 'O=c1ccc2ccc(-c3ccccc3O)cc2o1', 'O=C1OC(=Cc2ccccc2)c2ccccc21', 'CC(Oc1ccccc1)C(=O)O', 'FC(F)(F)C1OC(=Cc2ccccc2)c2ccccc2O1', 'O=C1OC(c2ccccc2Br)C(Br)c2ccccc21', 'O=C1Nc2ccccc2C(=O)C1=Cc1ccccc1O', 'O=C1Cc2ccc(Cl)cc2C(=O)C1c1ccccc1', 'COCc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1', 'COc1ccccc1C1C(=O)C2=C1OC2=O', 'O=C1C=C(Cc2ccccc2)CC(=O)c2ccccc21', 'CCC(=O)c1ccc(OC)c(C(C)=O)c1', 'O=C1OC2(c3ccccc3)OCC1O2', 'O=C1C(=O)C(c2ccccc2)C(c2ccccc2)C1CO', 'O=C(Nc1ccccc1)N1C(=O)OC1c1ccccc1', 'CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O', 'O=C(OCC1=NN=C(CBr)C1)c1ccc(O)cc1', 'COC(=O)c1ccccc1NC(=O)c1ccc(Cl)cc1', 'O=COC1c2ccccc2C(=O)N1CCOCc1ccccc1', 'Cc1ccc(S(=O)(=O)N(C(=O)c2ccccc2)c2ccccc2)cc1', 'O=C(CC(=O)c1ccc(Cl)c(Cl)c1)Nc1ccccc1', 'O=C1CCc2oc(-c3ccccc3)cc2C1=O']",6,-0.002727200000000001,80
c1ccc2c(c1)CCOC2,3,3.4090909090909087,3,5.555555555555555,0.00666015,0.0009103,0.0066976,"['O=C1OC(=Cc2ccccc2)C(=O)c2ccccc21', 'O=C1Cc2ccccc2C2(CC2)O1', 'O=C1OC(c2ccccc2Br)C(Br)c2ccccc21']",10,-0.0057872999999999996,80
C1CCOC1,3,3.4090909090909087,3,5.555555555555555,0.00666015,0.0104504,0.0057149,"['O=C1CCC(C(=O)CBr)(c2cccc3cccnc23)O1', 'O=C1CC(=C2Nc3ccccc3C2=O)C(=O)O1', 'NC(=O)C1(C2(O)Cc3ccccc3C2=O)CCC(=O)O1']",5,0.0047355,80
c1ccc2c(c1)CCCC2,3,3.4090909090909087,3,5.555555555555555,0.00666015,0.0170475,0.0057149,"['O=C1CC(=O)c2ccccc2C1=O', 'O=C1Cc2ccc(Cl)cc2C(=O)C1c1ccccc1', 'O=C1CC2(Oc3c(Br)cccc3C2=O)C(=O)c2ccccc21']",10,0.0113326,80
c1ccc2occc2c1,3,3.4090909090909087,3,5.555555555555555,0.00666015,0.0011441,0.0066976,"['c1ccc2c(-c3coc4ccccc34)cccc2c1', 'O=C(O)C(=Cc1coc2ccccc12)C(=O)O', 'OCc1coc2ccccc12']",9,-0.005553499999999999,80
c1ccc2c(c1)CNC2,3,3.4090909090909087,3,5.555555555555555,0.00666015,0.000781,0.0073416,"['O=C(O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1', 'O=CN1C(=O)c2ccccc2C1=O', 'O=COC1c2ccccc2C(=O)N1CCOCc1ccccc1']",9,-0.0065606,80
c1ccc2ncccc2c1,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.023527799999999998,0.0061688,"['O=C1CCC(C(=O)CBr)(c2cccc3cccnc23)O1', 'O=Cc1cc(C(=O)O)c2ccccc2n1']",10,0.017359,80
c1ccc2c(c1)COC2,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.0,0.0070196,"['O=C1OC(O)c2ccccc21', 'O=C1OC(=Cc2ccccc2)c2ccccc21']",9,-0.0070196,80
c1ccc2c(c1)CCN2,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.35982125,0.0061688,"['O=C1CC(=C2Nc3ccccc3C2=O)C(=O)O1', 'O=C1C(=C2Nc3ccccc3C2=O)N=Cc2ccccc21']",9,0.35365245,80
c1ccc2c(c1)CCO2,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.012852249999999999,0.0061688,"['O=C(c1ccc(Cl)cc1)C1Oc2ccccc2C1=O', 'O=C1CC2(Oc3c(Br)cccc3C2=O)C(=O)c2ccccc21']",9,0.006683449999999999,80
c1ccc2c(c1)CCc1ccccc1C2,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.01314575,0.0061688,"['CC1C(=O)c2ccccc2C(=O)c2ccccc21', 'O=C1Cc2ccc(F)cc2C(=O)c2ccccc21']",15,0.006976949999999999,80
C1=Cc2ccccc2CC1,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.0437501,0.00666015,"['O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'O=CC1=Cc2ccccc2CC1']",10,0.03708995,80
c1ccc2c(c1)CCC2,2,2.272727272727273,2,3.7037037037037033,0.00666015,0.0474209,0.0061688,"['O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc2C1=O', 'NC(=O)C1(C2(O)Cc3ccccc3C2=O)CCC(=O)O1']",9,0.0412521,80
c1ccc2c(c1)Cc1cccn1C2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0003693,0.0066976,['O=C1c2ccccc2C([O-])(O)c2c(C(F)(F)Br)ccn21'],13,-0.006328299999999999,80
C1=NNCC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['O=C(O)CC1=NNC(=O)C1=Cc1ccccc1'],5,-0.0066976,80
C1=NCCc2ccccc21,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.3634892,0.0066227,['O=C1C(=C2Nc3ccccc3C2=O)N=Cc2ccccc21'],10,0.35686650000000003,80
C1=Cc2ccccc2SC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0600549,0.0066227,['O=CC1=Cc2ccccc2SC1'],10,0.0534322,80
C1=CC2CC(Cc3ccccc3CO2)OC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['COC12CC(C=CC(=O)O1)OC(=O)c1ccccc1C2=O'],16,-0.0066976,80
C1=Cc2ccccc2C1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.1717092,0.0066227,['O=CC1=Cc2ccccc2C1=NO'],9,0.1650865,80
c1cc2c3cc1CC31CCCC2C1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0037444,0.0066976,['O=C1CCC23Cc4ccc(c2c4)C1C3=O'],13,-0.0029531999999999996,80
c1ccc2c(c1)COCO2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0359089,0.0066227,['FC(F)(F)C1OC(=Cc2ccccc2)c2ccccc2O1'],10,0.029286200000000002,80
C1CC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.000197,0.0066976,['O=C1Cc2ccccc2C2(CC2)O1'],3,-0.0065006,80
c1ccc2c(c1)CCCCO2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['O=C1CCCOc2ccccc21'],11,-0.0066976,80
c1ccc2c(c1)CCCN2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0562119,0.0066227,['O=C1Nc2ccccc2C(=O)C1=Cc1ccccc1O'],10,0.0495892,80
c1ccc2scnc2c1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0007471,0.0066976,['O=Cn1c(=O)sc2ccccc21'],9,-0.0059505,80
C1CC2=C1CO2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0169057,0.0066227,['COc1ccccc1C1C(=O)C2=C1OC2=O'],6,0.010283,80
c1ccc2ccccc2c1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['c1ccc2c(-c3coc4ccccc34)cccc2c1'],10,-0.0066976,80
C1=CCc2ccccc2CC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0157908,0.0066227,['O=C1C=C(Cc2ccccc2)CC(=O)c2ccccc21'],11,0.009168100000000002,80
C1OC2OCC1O2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0001777,0.0066976,['O=C1OC2(c3ccccc3)OCC1O2'],7,-0.0065198999999999995,80
C1CCCC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0654002,0.0066227,['O=C1C(=O)C(c2ccccc2)C(c2ccccc2)C1CO'],5,0.0587775,80
C1NCO1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0004346,0.0066976,['O=C(Nc1ccccc1)N1C(=O)OC1c1ccccc1'],4,-0.0062629999999999995,80
C1CNC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0003917,0.0066976,['CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'],4,-0.0063059,80
C1=NCCO1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0003917,0.0066976,['CN1C(=O)C(CC2=NCCO2)(c2ccccc2)C1=O'],5,-0.0063059,80
c1ccc2c(c1)CCc1ccccc1-2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0107325,0.0066227,['N#CC1(C#N)C(=O)c2ccccc2-c2ccccc21'],14,0.004109800000000001,80
C1=NN=CC1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['O=C(OCC1=NN=C(CBr)C1)c1ccc(O)cc1'],5,-0.0066976,80
c1ccc2[nH]ccc2c1,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0,0.0066976,['O=Cc1c[nH]c2ccccc12'],9,-0.0066976,80
c1ccc2c(c1)CCNC2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0004475,0.0066976,['O=C1NC(O)(C(F)(F)F)c2ccccc2C1Br'],10,-0.0062501,80
c1cc2c(o1)CCCC2,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0398749,0.0066227,['O=C1CCc2oc(-c3ccccc3)cc2C1=O'],9,0.033252199999999996,80
C1=C2Cc3ccccc3C2Cc2ccccc21,1,1.1363636363636365,1,1.8518518518518516,0.00666015,0.0746594,0.0066227,['O=C1C2=Cc3ccc(F)cc3C(=O)C2(O)c2ccccc21'],17,0.0680367,80
c1ccccc1,24,32.0,18,46.15384615384615,0.0270173,0.04188535,0.0266947,"['O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1', 'O=C(CBr)C1=Cc2ccccc2C(=O)C1=Cc1ccccc1', 'Cc1oc2ccccc2c1S(=O)(=O)c1ccc(F)cc1', 'O=CN1C(=O)C(CO)(Cc2ccccc2)C1=O', 'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12', 'COC(=O)Oc1nc(-c2ccccc2)oc1-c1ccccc1', 'O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1', 'NC(=O)C1(c2ccccc2Br)COc2ccccc2C1=O', 'O=C1c2cc(-c3ccccc3)oc2C(=O)C2C(=O)C=CC12', 'O=C1C=C(c2ccccc2O)C(=O)c2ccccc21', 'CS(=O)(=O)OC(=Cc1coc2ccccc12)c1ccccc1', 'CS(=O)(=O)N1c2ccccc2C(=O)CC1c1ccc(Br)cc1', 'COC(=O)c1oc(OCc2ccccc2)c(S(=O)(=O)Cl)c1-c1ccccc1', 'NC(=NOC(=O)c1ccccc1O)c1ccccc1', 'O=C1c2ccccc2-c2cc(-c3ccccc3)c(=O)oc21', 'COc1cc(C2CC(=O)c3ccccc3C2=O)cc(O)c1OC', 'O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2C1=O', 'C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1']",6,0.015190650000000003,90
c1ccc2c(c1)CCN2,5,6.666666666666667,5,12.82051282051282,0.0270173,0.070631,0.02210065,"['CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21', 'O=C1CCC(=C2Nc3ccccc3C2=O)C(=O)O1', 'O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12', 'O=C1C(=O)N(C(=O)CO)c2ccccc21', 'O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2C1=O']",9,0.04853035,90
c1ccc2c(c1)CCOC2,3,4.0,3,7.6923076923076925,0.0270173,0.0114613,0.04188535,"['COCCOC1OC(=O)c2ccccc2C1=O', 'O=C1c2ccccc2C(CCl)OC1O', 'O=C1CCC2(C1)OC(=O)c1ccccc1C2=O']",10,-0.03042405,90
C1=CCc2ccccc2C1,3,4.0,3,7.6923076923076925,0.0270173,0.2013372,0.02210065,"['O=C1C=C(Nc2cccnc2)C(=O)c2ccccc21', 'O=C1C=C(c2ccccc2O)C(=O)c2ccccc21', 'O=C1C=C(Nc2cccc3nccnc23)C(=O)c2ccccc21']",10,0.17923655,90
c1ccc2occc2c1,3,4.0,3,7.6923076923076925,0.0270173,0.0019249,0.033652,"['Cc1oc2ccccc2c1S(=O)(=O)c1ccc(F)cc1', 'CS(=O)(=O)OC(=Cc1coc2ccccc12)c1ccccc1', 'c1coc(-c2oc3ccccc3c2-c2ccco2)c1']",9,-0.0317271,90
c1ccc2c(c1)CCCN2,3,4.0,3,7.6923076923076925,0.0270173,0.012257,0.033652,"['O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1', 'CN1CC(=O)C(C2(O)C(=O)Nc3ccccc32)c2ccccc21', 'CS(=O)(=O)N1c2ccccc2C(=O)CC1c1ccc(Br)cc1']",10,-0.021395,90
c1ccoc1,3,4.0,2,5.128205128205128,0.0270173,0.02869045,0.0270173,"['COC(=O)c1oc(OCc2ccccc2)c(S(=O)(=O)Cl)c1-c1ccccc1', 'c1coc(-c2oc3ccccc3c2-c2ccco2)c1']",5,0.0016731499999999982,90
c1ccc2ncccc2c1,2,2.666666666666667,2,5.128205128205128,0.0270173,0.0870788,0.0270173,"['O=C1c2ccccc2C(=O)C1c1ccc2cccnc2c1', 'CC1(C)OC(=Cc2cccc3cccnc23)C1=O']",10,0.0600615,90
c1ccc2c(c1)CCC2,2,2.666666666666667,2,5.128205128205128,0.0270173,0.026855999999999998,0.0402867,"['O=C1c2ccccc2C(=O)C1c1ccc2cccnc2c1', 'CCC1C(=O)c2ccccc2C1=O']",9,-0.013430700000000004,90
C1=Cc2ccccc2CC1,2,2.666666666666667,2,5.128205128205128,0.0270173,0.2165373,0.0266947,"['O=C(CBr)C1=Cc2ccccc2C(=O)C1=Cc1ccccc1', 'O=C1C=Cc2ccccc2C1=C1Sc2ccccc21']",10,0.1898426,90
c1ccc2c(c1)CCCO2,2,2.666666666666667,2,5.128205128205128,0.0270173,0.00614025,0.0402867,"['O=C1c2ccccc2OCC1O', 'NC(=O)C1(c2ccccc2Br)COc2ccccc2C1=O']",10,-0.03414645,90
c1ccncc1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2121992,0.026855999999999998,['O=C1C=C(Nc2cccnc2)C(=O)c2ccccc21'],6,0.1853432,90
C1CNC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0014882,0.033652,['O=CN1C(=O)C(CO)(Cc2ccccc2)C1=O'],4,-0.0321638,90
C1=NCOC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.318994,0.026855999999999998,['O=C1OC(=C2CC(=O)c3ccccc3N2)N=C1c1ccccc1'],5,0.292138,90
C1=NCCCO1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.3292778,0.026855999999999998,['O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1'],6,0.3024218,90
c1cocn1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0517525,0.026855999999999998,['COC(=O)Oc1nc(-c2ccccc2)oc1-c1ccccc1'],5,0.024896500000000002,90
C1=COCC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0402867,0.026855999999999998,['O=CC1=C(c2ccccc2Cl)OC2(C1)C(=O)Nc1ccccc12'],5,0.013430700000000004,90
C1CCOCC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.3194576,0.026855999999999998,['O=C1CCC(=C2Nc3ccccc3C2=O)C(=O)O1'],6,0.2926016,90
c1ccc2c(c1)NCCO2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.3292778,0.026855999999999998,['O=C1CC(=C2Nc3ccccc3OC2=O)N=C(c2ccccc2)O1'],10,0.3024218,90
c1ccc2c(c1)CS2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2318252,0.026855999999999998,['O=C1C=Cc2ccccc2C1=C1Sc2ccccc21'],8,0.20496920000000002,90
c1ccc2cc3c(cc2c1)CCNC3,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0,0.033652,['O=C1Cc2cc3ccccc3cc2C(=O)N1'],14,-0.033652,90
C1=CC2Cc3ccoc3CC2C1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0993706,0.026855999999999998,['O=C1c2cc(-c3ccccc3)oc2C(=O)C2C(=O)C=CC12'],12,0.07251460000000001,90
c1ccc2c(c1)COC2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0,0.033652,['O=C1OC(=O)c2ccccc21'],9,-0.033652,90
c1ccc2c(c1)CCNC2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0,0.033652,['O=C1Cc2ccccc2C(=O)N1'],10,-0.033652,90
c1ccc2c(c1)Cc1ccc3ccccc3c1C2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0,0.033652,['O=C1c2ccccc2C(=O)c2c1ccc1ccccc21'],18,-0.033652,90
c1ccc2c(c1)CCO2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2474944,0.026855999999999998,['O=C1C(=C2Oc3c(cccc3[N+](=O)[O-])C2=O)NOc2ccccc21'],9,0.2206384,90
c1ccc2c(c1)CCNO2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2474944,0.026855999999999998,['O=C1C(=C2Oc3c(cccc3[N+](=O)[O-])C2=O)NOc2ccccc21'],10,0.2206384,90
C1COC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.1474629,0.026855999999999998,['CC1(C)OC(=Cc2cccc3cccnc23)C1=O'],4,0.12060690000000002,90
c1ccc2c(c1)CCCC2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0172837,0.033652,['COc1cc(C2CC(=O)c3ccccc3C2=O)cc(O)c1OC'],10,-0.016368300000000002,90
C1=NCCN1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.4126927,0.026855999999999998,['O=C1NC(c2ccccc2Br)=NC1=C1Nc2ccccc2C1=O'],5,0.38583670000000003,90
c1ccc2nccnc2c1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2013372,0.026855999999999998,['O=C1C=C(Nc2cccc3nccnc23)C(=O)c2ccccc21'],10,0.1744812,90
C1=CCC=C1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.2805677,0.026855999999999998,['C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(Cc2ccccc2)cc1'],5,0.2537117,90
c1ccc2c(c1)CCCc1[nH]c3ccccc3c1C2,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0,0.033652,['O=C1Cc2ccccc2C(=O)c2c([nH]c3ccccc23)C1'],19,-0.033652,90
C1CCCC1,1,1.3333333333333335,1,2.564102564102564,0.0270173,0.0175066,0.033652,['O=C1CCC2(C1)OC(=O)c1ccccc1C2=O'],5,-0.0161454,90
c1ccccc1,21,33.87096774193548,16,43.24324324324324,0.0322014,0.02436055,0.0385883,"['O=C1NC(c2ccccc2)C(=O)OC1O', 'CC(=O)Oc1ccc(C2=Nc3ccccc3C2=O)cc1', 'CN1CC(=O)N(Cc2ccccc2)c2ccccc2C1=O', 'O=C1Cc2ccccc2C(=O)C1(F)C(=O)Oc1ccccc1', 'O=C(COC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(Br)cc1', 'O=C1c2ccccc2C(=O)c2c1oc(-c1ccccc1)c2-c1ccccc1', 'O=C1OC(=Cc2cccc(Cl)c2)c2ccc(Cl)cc21', 'O=COC(=O)c1ccc(O)c(-c2ccccc2O)n1', 'O=C1OCCN1c1c(-c2ccccc2)oc2ccc(Cl)cc12', 'Clc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1', 'O=C(O)C(=O)C1=C(Nc2ccccc2)C(=O)C1c1ccc(Cl)cc1', 'Cc1c(-c2ccc(Br)cc2)oc(=O)c2ccccc12', 'COC(=O)c1cc2oc(-c3ccccc3)c(O)c2c(=O)[nH]1', 'O=Cc1cc(-c2ccccc2O)no1', 'O=C1C(c2ccccc2)=NC1=C1Nc2ccccc2C1=O', 'N#Cc1ccc(-c2oc(-c3ccccc3)c(F)c2Br)cc1']",6,-0.014227749999999997,100
c1ccc2c(c1)CNC2,3,4.838709677419355,3,8.108108108108109,0.0322014,0.0061804,0.041914099999999996,"['O=C1OCCC1N1C(=O)c2ccccc2C1=O', 'O=C1NC(=O)c2ccccc21', 'CN1C(=O)c2ccccc2C1=O']",9,-0.03573369999999999,100
C1=Nc2ccccc2C1,2,3.225806451612903,2,5.405405405405405,0.0322014,0.14542705,0.0251149,"['CC(=O)Oc1ccc(C2=Nc3ccccc3C2=O)cc1', 'NC(=O)C1=Nc2ccccc2C1=C1C(=O)c2ccccc2C1=O']",9,0.12031215,100
c1ccc2c(c1)CCCO2,2,3.225806451612903,2,5.405405405405405,0.0322014,0.01929415,0.0322014,"['O=C1Cc2ccccc2OC1O', 'O=C1COc2ccccc2C1=NO']",10,-0.012907249999999999,100
c1ccc2occc2c1,2,3.225806451612903,2,5.405405405405405,0.0322014,0.053164600000000006,0.0322014,"['O=C1OCCN1c1c(-c2ccccc2)oc2ccc(Cl)cc12', 'O=C(O)C(=O)C=Cc1coc2ccccc12']",9,0.020963200000000008,100
c1ccc2c(c1)CCC2,2,3.225806451612903,2,5.405405405405405,0.0322014,0.11341645,0.0251149,"['CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1', 'NC(=O)C1=Nc2ccccc2C1=C1C(=O)c2ccccc2C1=O']",9,0.08830155,100
C1=CCc2ccccc2C1,2,3.225806451612903,2,5.405405405405405,0.0322014,0.1482896,0.0251149,"['O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21', 'O=C1C=C(Nc2ccnc3cccnc23)C(=O)c2ccc([N+](=O)[O-])cc21']",10,0.1231747,100
C1COCCN1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0002962,0.03539485,['O=C1NC(c2ccccc2)C(=O)OC1O'],6,-0.035098649999999995,100
c1ccc2c(c1)CC1COC2c2ccccc21,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0004949,0.03539485,['FC1(F)OC2c3ccccc3CC1(F)c1ccccc12'],17,-0.03489995,100
c1ccc2c(c1)CCCC2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0099264,0.03539485,['O=C1Cc2ccccc2C(=O)C1(F)C(=O)Oc1ccccc1'],10,-0.025468449999999997,100
C1=Cc2ccccc2CC1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.2162626,0.02865815,['O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc21'],10,0.18760445,100
C1=CCCCC1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0956015,0.02865815,['CS(=O)(=O)OC1C=CC(=C2C(=O)c3ccccc3C2=O)CC1'],6,0.06694335000000001,100
c1ccc2c(c1)CC2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.2162626,0.02865815,['O=C1C=Cc2ccccc2C1=C1C(=O)c2ccccc21'],8,0.18760445,100
C1CCOC1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0062357,0.03539485,['O=C1OCCC1N1C(=O)c2ccccc2C1=O'],5,-0.029159149999999998,100
c1ccc2c(c1)Cc1ccoc1C2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0963585,0.02865815,['O=C1c2ccccc2C(=O)c2c1oc(-c1ccccc1)c2-c1ccccc1'],13,0.06770034999999999,100
C1=CNC2=COc3ccccc3C2=C1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0322014,0.0318516,['O=c1ccc2c([nH]1)c(=O)oc1ccccc12'],14,0.00034979999999999734,100
c1ccc2c(c1)COC2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0697926,0.02865815,['O=C1OC(=Cc2cccc(Cl)c2)c2ccc(Cl)cc21'],9,0.041134449999999996,100
c1ccc2c(c1)CNCCN2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0009704,0.03539485,['CN1CC(=O)N(Cc2ccccc2)c2ccccc2C1=O'],11,-0.034424449999999995,100
C1=Cc2ccccc2C1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.1241147,0.02865815,['O=C1C=C(C2=CC(=O)c3ccccc32)C(=O)c2ccccc21'],9,0.09545655,100
C1COCN1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0236062,0.03539485,['O=C1OCCN1c1c(-c2ccccc2)oc2ccc(Cl)cc12'],5,-0.011788649999999998,100
c1ccncc1,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.0070408,0.03539485,['O=COC(=O)c1ccc(O)c(-c2ccccc2O)n1'],6,-0.02835405,100
c1ccc2c(c1)Cc1cccnc1C2,1,1.6129032258064515,1,2.7027027027027026,0.0322014,0.1662125,0.02865815,['Cn1c2c(ccc1=O)C(=O)c1ccccc1C2=O'],14,0.13755435000000002,100
